Id,Prediction
7672,4074914.453510987
7673,5984273.416825793
7674,3823187.4173120055
7675,4170892.3651862303
7676,4506718.293986595
7677,4330234.2355186315
7678,4210944.653804293
7679,3941046.8216308956
7680,4572939.664531779
7681,11060993.70186469
7682,4730590.650622058
7683,5398267.47943662
7684,5150938.638542144
7685,5426370.116240199
7686,3677532.780467944
7687,6093431.805033093
7688,4285184.546257779
7689,4075758.9899631683
7690,4236042.866540627
7691,4608055.38245309
7692,4850727.9822233105
7693,5676539.7127025435
7694,6665544.437739167
7695,5571945.358384796
7696,4525139.296316597
7697,4403930.9777618535
7698,4355964.780019955
7699,4489461.778150934
7700,7473647.230487551
7701,4608055.38245309
7702,4943863.648891186
7703,4494320.008445179
7704,4205081.24479442
7705,4944957.175167287
7706,8003040.354574566
7707,4291676.729361077
7708,4932745.399354804
7709,3883436.72242041
7710,3757052.429680432
7711,4290694.397681703
7712,6010088.733853844
7713,4205081.24479442
7714,4521374.639554755
7715,5611625.545051734
7716,4994656.755333096
7717,4824448.189325028
7718,4828586.099926173
7719,4024111.85691401
7720,5423670.510475024
7721,4821958.405691313
7722,4744551.012277063
7723,4293014.989706447
7724,4226191.111310589
7725,4291676.729361077
7726,4666229.094925481
7727,4506718.293986595
7728,4489461.778150934
7729,4994656.755333096
7730,4469837.668408276
7731,5808609.239239481
7732,4205081.24479442
7733,5426837.763815411
7734,4210944.653804293
7735,8246129.845899713
7736,4589721.631819356
7737,4281625.43060944
7738,5189531.916670982
7739,4824448.189325028
7740,5773457.917986271
7741,4625258.605245333
7742,5379791.882171327
7743,4472631.040795432
7744,4815976.872898741
7745,4255711.939596216
7746,5636677.214406347
7747,4871393.371797831
7748,4627340.6604326675
7749,4300785.007440863
7750,3846948.8659956064
7751,6652212.370383252
7752,4824448.189325028
7753,5312021.107558181
7754,3486349.58179313
7755,5695275.76984625
7756,4764092.283793064
7757,4045265.5647298316
7758,4469837.668408276
7759,4694691.715482837
7760,3938441.309487822
7761,4794668.964210983
7762,4326924.53061433
7763,4226191.111310589
7764,5898605.559338189
7765,3616876.9339298136
7766,5409988.236813
7767,6796628.906035493
7768,4544195.346305837
7769,3659612.2216292256
7770,4841427.882741311
7771,4291676.729361077
7772,4440183.489268141
7773,4479120.488540091
7774,4075758.9899631683
7775,4292020.612252916
7776,4634023.155804064
7777,3938441.309487822
7778,4646151.624107772
7779,3846948.8659956064
7780,4287317.115192116
7781,3486349.58179313
7782,3904732.2223526533
7783,4205081.24479442
7784,4275522.417069608
7785,5861368.493408952
7786,4742851.887141898
7787,4754574.458258317
7788,4506594.347357671
7789,4816442.043586668
7790,5898605.559338189
7791,4226191.111310589
7792,5917106.5149586825
7793,4170898.3530054614
7794,4824016.808792211
7795,5163475.501253936
7796,4981927.709857496
7797,5713473.1532509755
7798,5905278.325106567
7799,5636545.674228633
7800,5808609.239239481
7801,6498023.666631578
7802,4685644.453303448
7803,4226191.111310589
7804,4960386.839485333
7805,4442939.911409802
7806,4776403.6741486965
7807,4469837.668408276
7808,3690062.458037675
7809,6080136.756055703
7810,4506718.293986595
7811,5520449.558603706
7812,5384210.855737727
7813,4440183.489268141
7814,4761932.757148571
7815,4640613.581930746
7816,5865400.719836424
7817,3659011.6207844424
7818,4679235.429580545
7819,6963564.698431156
7820,4813298.781132782
7821,4503440.614972059
7822,11439793.5379392
7823,4210944.653804293
7824,4800765.498861474
7825,4045265.5647298316
7826,5694259.027066158
7827,4506718.293986595
7828,5931141.236797065
7829,3944405.585548018
7830,4985995.815844605
7831,4205081.24479442
7832,5230011.760198979
7833,4525139.296316597
7834,4876443.553037944
7835,4603737.784914626
7836,3858227.149824668
7837,8246129.845899713
7838,5443051.461253182
7839,4823419.099986579
7840,4824448.189325028
7841,5455051.839812005
7842,8673650.428368103
7843,4674387.324361016
7844,4045265.5647298316
7845,5341182.557623969
7846,3930624.3548199516
7847,4540214.955606893
7848,5540080.734299276
7849,4074914.453510987
7850,4618897.952566279
7851,3492809.0471412316
7852,5576973.761380721
7853,5151904.974835192
7854,8014411.230349223
7855,4987488.6978720315
7856,4919177.006266647
7857,5184276.158394909
7858,4771414.693606957
7859,4226191.111310589
7860,4282939.981572391
7861,6710147.651111114
7862,4305585.159221367
7863,5736085.977200208
7864,6064718.525529686
7865,6943455.618236657
7866,5313161.947944127
7867,6296417.5971231265
7868,5005478.239224112
7869,5785763.541240956
7870,4715783.980088768
7871,4603737.784914626
7872,4236042.866540627
7873,4191243.529349585
7874,4236042.866540627
7875,5865400.719836424
7876,5520204.551510219
7877,5126107.280726383
7878,4255711.939596216
7879,6963564.698431156
7880,3893477.801017987
7881,5797142.894590307
7882,5973524.292941873
7883,4950080.876347602
7884,4522654.649283058
7885,4439017.291162683
7886,4326924.53061433
7887,5383742.722094435
7888,4506718.293986595
7889,4663617.221594682
7890,6440073.667624132
7891,6710147.651111114
7892,5005478.239224112
7893,4291676.729361077
7894,3486349.58179313
7895,5590918.837292489
7896,3606603.275876231
7897,5374411.792720327
7898,4248491.201531524
7899,4566108.356509444
7900,4472846.3526614355
7901,4229805.363860601
7902,3838428.4897207273
7903,6024327.728991964
7904,4278018.2729898235
7905,3761391.3938887767
7906,4285184.546257779
7907,5151904.974835192
7908,5398267.47943662
7909,4205081.24479442
7910,4841427.882741311
7911,5128734.008633958
7912,5521620.116527786
7913,3655699.597299725
7914,4597650.329331869
7915,4921632.897314302
7916,5828413.290232686
7917,4612266.1309175175
7918,4506594.347357671
7919,5158093.685504219
7920,3925407.144470231
7921,4854906.143318018
7922,4540645.872464398
7923,5716756.847558749
7924,4226191.111310589
7925,5311319.570038119
7926,5716756.847558749
7927,6046685.395837346
7928,5435868.121928195
7929,6064751.004535507
7930,5018243.955168843
7931,4769605.706398252
7932,3538649.6707444903
7933,4525139.296316597
7934,5151904.974835192
7935,4663817.188687477
7936,4523053.5344976345
7937,5184276.158394909
7938,4925247.23801921
7939,4488423.417061641
7940,4888369.940419102
7941,4815976.872898741
7942,5290405.587725455
7943,3659612.2216292256
7944,4769124.224397378
7945,5679016.025885746
7946,4522654.649283058
7947,4506718.293986595
7948,5048252.508859157
7949,4450096.630563794
7950,5048252.508859157
7951,4547214.663935077
7952,4994656.755333096
7953,4854906.143318018
7954,5643687.613965129
7955,5634688.391690255
7956,4603737.784914626
7957,5692180.230269317
7958,4665217.8047575215
7959,4322717.330464576
7960,5469782.67222901
7961,5978999.091837948
7962,4666229.094925481
7963,6680444.934023043
7964,5541314.501465677
7965,4646151.624107772
7966,5938123.702084836
7967,4924063.703738533
7968,7415216.411728177
7969,3846948.8659956064
7970,11439793.5379392
7971,4702828.1884689145
7972,3815435.54914543
7973,5632869.626732529
7974,5163740.15454066
7975,4469837.668408276
7976,5147309.063200142
7977,6080136.756055703
7978,6710147.651111114
7979,4666229.094925481
7980,4559530.202918516
7981,5668560.606491307
7982,4045265.5647298316
7983,4862213.167160047
7984,4488423.417061641
7985,5610671.407432774
7986,4999041.704731202
7987,4482617.767799446
7988,4259251.476245268
7989,3687874.795413578
7990,4776403.6741486965
7991,11439793.5379392
7992,4469837.668408276
7993,4853235.642279742
7994,4236042.866540627
7995,3678474.6682426026
7996,5376087.440372156
7997,3702551.471953821
7998,5574213.426151972
7999,4944957.175167287
8000,4045265.5647298316
8001,4461312.32990976
8002,4824448.189325028
8003,3906982.658685234
8004,5163740.15454066
8005,6963564.698431156
8006,4925247.23801921
8007,4566243.23656298
8008,4914550.5347291175
8009,4291730.654154618
8010,4285184.546257779
8011,4391021.9273214135
8012,6064718.525529686
8013,4469837.668408276
8014,4386033.232944527
8015,3339037.5818553464
8016,6018138.133919201
8017,4614926.616009278
8018,4326924.53061433
8019,3677532.780467944
8020,8246129.845899713
8021,4824448.189325028
8022,4461312.32990976
8023,4665217.8047575215
8024,4285184.546257779
8025,4141214.799307382
8026,4506718.293986595
8027,4646816.3843811285
8028,4214564.574941422
8029,4994656.755333096
8030,5687260.160655092
8031,4506718.293986595
8032,4461312.32990976
8033,4226191.111310589
8034,3678474.6682426026
8035,5349142.046797277
8036,4391021.9273214135
8037,4103740.0547016417
8038,4450096.630563794
8039,5151904.974835192
8040,5683669.947962759
8041,4028266.741489484
8042,3846948.8659956064
8043,4660435.663353635
8044,4224389.227329349
8045,6592097.540658338
8046,4577058.366161972
8047,4210944.653804293
8048,6064718.525529686
8049,4479293.464160186
8050,3786067.517912431
8051,3606603.275876231
8052,4469837.668408276
8053,4559530.202918516
8054,3815435.54914543
8055,4871393.371797831
8056,4525139.296316597
8057,3659612.2216292256
8058,5351633.214655467
8059,5538594.862888572
8060,4386033.232944527
8061,5535920.005526244
8062,4683064.472794824
8063,4854906.143318018
8064,4757333.235468482
8065,3365048.957687976
8066,4291676.729361077
8067,5206483.676505903
8068,4150598.751462429
8069,4224389.227329349
8070,5548023.225860627
8071,5278742.443111505
8072,5055883.913713452
8073,5611625.545051734
8074,4565876.718197657
8075,7473647.230487551
8076,5865019.4770583045
8077,3659011.6207844424
8078,5098462.436116534
8079,4780651.109662195
8080,5106346.17314479
8081,5147309.063200142
8082,4794668.964210983
8083,4932745.399354804
8084,4103469.896862318
8085,6951890.97064183
8086,4924063.703738533
8087,3925407.144470231
8088,4353389.676637076
8089,5246875.968753464
8090,5099488.176042302
8091,4210944.653804293
8092,4963986.244773086
8093,4822962.422198448
8094,5927067.02611259
8095,5579212.0369910095
8096,4917829.497143912
8097,5453096.606939538
8098,4386033.232944527
8099,4577058.366161972
8100,5855438.445173327
8101,4783514.124321069
8102,5336425.350698825
8103,5398267.47943662
8104,4266440.57343118
8105,4812487.232717882
8106,3538649.6707444903
8107,4255711.939596216
8108,4594050.535103252
8109,4871934.14639198
8110,4912699.43029329
8111,3687874.795413578
8112,6680444.934023043
8113,3910509.049476784
8114,4825370.789735786
8115,4461312.32990976
8116,3339037.5818553464
8117,5219167.734932181
8118,4191243.529349585
8119,4506718.293986595
8120,4971191.217330154
8121,6153239.90200037
8122,4577058.366161972
8123,5440212.4431103645
8124,4281103.708403108
8125,5666503.665604917
8126,3430819.5171814496
8127,4603737.784914626
8128,3925407.144470231
8129,4450096.630563794
8130,8081467.189769828
8131,5098780.2351766275
8132,4545350.54605301
8133,5184276.158394909
8134,5649449.188420917
8135,4506718.293986595
8136,5739825.226125405
8137,4542608.315301995
8138,5206483.676505903
8139,5814462.94818084
8140,5406883.303914353
8141,5392527.494238072
8142,4469837.668408276
8143,5692180.230269317
8144,4518943.658486123
8145,5663578.897498338
8146,5135610.3127744505
8147,4771679.176538914
8148,5540080.734299276
8149,4794668.964210983
8150,3808070.3322755084
8151,4469837.668408276
8152,4496194.431333108
8153,3888552.150341219
8154,6251029.514244805
8155,3339037.5818553464
8156,4663817.188687477
8157,3500375.916788146
8158,5994032.859267219
8159,5532361.712425449
8160,3517863.532042265
8161,5627386.365237859
8162,3649349.4642442996
8163,5379738.457784415
8164,4666229.094925481
8165,4559530.202918516
8166,4285184.546257779
8167,4824448.189325028
8168,4236042.866540627
8169,5385679.737271973
8170,5355611.356507086
8171,4506718.293986595
8172,6148653.270500902
8173,4987488.6978720315
8174,4815976.872898741
8175,5118092.087746435
8176,4403360.799440067
8177,4452901.762670063
8178,5605223.73861161
8179,8843274.83891375
8180,5470506.272065194
8181,4994656.755333096
8182,4605347.448442548
8183,5147309.063200142
8184,4191243.529349585
8185,8062727.400798902
8186,4987488.6978720315
8187,5668560.606491307
8188,3538649.6707444903
8189,4667967.554495272
8190,4566159.976094328
8191,5936816.774807962
8192,4824448.189325028
8193,5551436.396698018
8194,4305585.159221367
8195,4210944.653804293
8196,6112331.359221481
8197,4501684.898801941
8198,4544195.346305837
8199,3687702.929941837
8200,4783514.124321069
8201,5347453.561075053
8202,5290748.663109086
8203,4824448.189325028
8204,3871569.441728107
8205,4506718.293986595
8206,5659882.926168126
8207,5275424.815649393
8208,4078292.937962113
8209,4396318.075944706
8210,5933573.62777821
8211,4640613.581930746
8212,4990925.805863264
8213,4078292.937962113
8214,5469782.67222901
8215,5576973.761380721
8216,4450096.630563794
8217,5049975.765452255
8218,3649349.4642442996
8219,5646973.65300795
8220,4051100.0661815777
8221,4481648.415442784
8222,3848515.506326163
8223,4783514.124321069
8224,6784073.747545748
8225,4489386.009722735
8226,4879160.303054461
8227,8310067.170272627
8228,4614926.616009278
8229,5028628.315569309
8230,4226191.111310589
8231,4559530.202918516
8232,4548907.801253824
8233,4721495.206931933
8234,4186901.7089650244
8235,4386033.232944527
8236,4925247.23801921
8237,5169551.625585966
8238,5643687.613965129
8239,6951890.97064183
8240,4863401.9141574055
8241,4091654.147765532
8242,3649349.4642442996
8243,8178624.964750875
8244,3910509.049476784
8245,5814462.94818084
8246,3849434.343147407
8247,4236042.866540627
8248,5402324.00058877
8249,5618435.650978989
8250,5048252.508859157
8251,4841427.882741311
8252,4553213.383731543
8253,5582232.0722658215
8254,4765937.842959353
8255,6251029.514244805
8256,3902094.1584269856
8257,5344241.399712724
8258,5425558.711153878
8259,4481533.924702535
8260,4674387.324361016
8261,4530675.733708826
8262,5385438.55483114
8263,4210944.653804293
8264,5713473.1532509755
8265,5500896.149892619
8266,4073318.8584494335
8267,5459648.642440855
8268,6937986.168185362
8269,3649349.4642442996
8270,4847901.959422503
8271,5169761.9764571125
8272,4544195.346305837
8273,6064718.525529686
8274,4674387.324361016
8275,5577797.98884652
8276,4544195.346305837
8277,5151904.974835192
8278,5547370.854698195
8279,4660435.663353635
8280,5443051.461253182
8281,5482774.214554608
8282,4247570.390740174
8283,4519267.112754447
8284,4205081.24479442
8285,6045296.178899214
8286,4734636.267318453
8287,3606603.275876231
8288,3718747.2028881176
8289,3910509.049476784
8290,4760014.771409889
8291,4507907.152405216
8292,4496194.431333108
8293,4577932.802958139
8294,5589235.514132637
8295,4924063.703738533
8296,5380133.470618391
8297,8246129.845899713
8298,5786150.848657099
8299,4141404.571397133
8300,4224389.227329349
8301,4469837.668408276
8302,5325092.604307328
8303,5682502.698675564
8304,4054778.769551637
8305,5729410.415065864
8306,4577058.366161972
8307,5618490.424386506
8308,4469837.668408276
8309,4589952.229434972
8310,6535906.452842613
8311,5531634.499897972
8312,4577058.366161972
8313,5230011.760198979
8314,4862213.167160047
8315,5095821.276570234
8316,4807334.242247679
8317,4000077.3865360087
8318,4542708.308991445
8319,4635799.271298775
8320,4950080.876347602
8321,4939709.378083314
8322,4646151.624107772
8323,5312021.107558181
8324,4331245.808804713
8325,3864686.23458013
8326,4063175.532569669
8327,4506718.293986595
8328,3893905.570273956
8329,4794668.964210983
8330,7114204.731010377
8331,4559530.202918516
8332,5406715.552182208
8333,4522654.649283058
8334,4205081.24479442
8335,3659011.6207844424
8336,3938441.309487822
8337,3608473.555316685
8338,4924063.703738533
8339,4403360.799440067
8340,4334501.867280477
8341,4210944.653804293
8342,4469837.668408276
8343,4936674.759742369
8344,5833148.167563626
8345,4056899.2001156616
8346,3687874.795413578
8347,4205081.24479442
8348,3925407.144470231
8349,4862213.167160047
8350,4487530.078590782
8351,7144510.699440886
8352,4353389.676637076
8353,3937459.8090926097
8354,4028822.9091339502
8355,4603737.784914626
8356,4540214.955606893
8357,4794668.964210983
8358,4236042.866540627
8359,3960104.947224272
8360,5040685.505667471
8361,3823187.4173120055
8362,5141145.184861654
8363,4270892.575859459
8364,4226191.111310589
8365,4285337.416648016
8366,4932745.399354804
8367,4559530.202918516
8368,3930624.3548199516
8369,4959330.107302412
8370,5773457.917986271
8371,4456258.764034332
8372,4593787.149364484
8373,3659011.6207844424
8374,4665288.942880156
8375,10972643.486022146
8376,4285184.546257779
8377,4640613.581930746
8378,4559530.202918516
8379,3492809.0471412316
8380,4553928.060062497
8381,4248365.861149312
8382,4746554.343913526
8383,4326924.53061433
8384,6064751.004535507
8385,5241487.172973723
8386,3659011.6207844424
8387,3910466.889898837
8388,4783514.124321069
8389,5358619.301346419
8390,4694612.920372331
8391,8057394.210706346
8392,5988540.206840006
8393,5634688.391690255
8394,4932164.816996373
8395,4802594.886712628
8396,5658583.942687474
8397,8882710.087963386
8398,4205081.24479442
8399,4742611.547499092
8400,3339037.5818553464
8401,8068777.440002033
8402,4823419.099986579
8403,4293014.989706447
8404,4394062.66247887
8405,4603737.784914626
8406,6535906.452842613
8407,5571496.115307919
8408,4815976.872898741
8409,4608815.532388884
8410,4427247.375003615
8411,3838998.9466009536
8412,4506718.293986595
8413,5106346.17314479
8414,5666103.945165184
8415,4697303.106711727
8416,5483046.078930569
8417,3786067.517912431
8418,3823187.4173120055
8419,4149743.540180834
8420,5737926.356076912
8421,4549324.812660651
8422,4506718.293986595
8423,4519690.199406909
8424,4248365.861149312
8425,3725416.143538317
8426,4284689.005723018
8427,4469837.668408276
8428,3925407.144470231
8429,6359469.936809106
8430,4559530.202918516
8431,4894296.192681477
8432,4063175.532569669
8433,4619562.144514546
8434,4699228.27590771
8435,6963564.698431156
8436,3825442.4150979053
8437,4386033.232944527
8438,6096879.462785998
8439,4506718.293986595
8440,5571945.358384796
8441,3987680.7677589403
8442,4326924.53061433
8443,4044273.0121370265
8444,4776403.6741486965
8445,5312021.107558181
8446,6124749.8158238465
8447,5344241.399712724
8448,5892105.324557228
8449,6080136.756055703
8450,5039471.420073999
8451,4326924.53061433
8452,3925407.144470231
8453,5422671.369518973
8454,3809748.9446360217
8455,4666229.094925481
8456,4864359.8946498
8457,5230011.760198979
8458,4382488.354998923
8459,5301111.811127571
8460,8198854.3249722095
8461,4433600.626120889
8462,3659011.6207844424
8463,4994656.755333096
8464,4841427.882741311
8465,3823187.4173120055
8466,7965805.835410494
8467,5814462.94818084
8468,4525139.296316597
8469,5149083.1240302585
8470,4205081.24479442
8471,3645657.492952433
8472,4814457.723494341
8473,4981927.709857496
8474,4469837.668408276
8475,4944109.1987219695
8476,3938441.309487822
8477,3726562.646366429
8478,3677532.780467944
8479,5716756.847558749
8480,3486349.58179313
8481,4433600.626120889
8482,4525139.296316597
8483,4306216.568955202
8484,4365298.954787158
8485,4776403.6741486965
8486,4326924.53061433
8487,5268048.826354786
8488,4205081.24479442
8489,4205081.24479442
8490,4730590.650622058
8491,4440483.636317166
8492,4422233.572219549
8493,4577058.366161972
8494,4205081.24479442
8495,5576973.761380721
8496,4506718.293986595
8497,4193163.044879254
8498,3486349.58179313
8499,4450096.630563794
8500,5359387.925260296
8501,4776403.6741486965
8502,4854906.143318018
8503,3677532.780467944
8504,6123511.87594745
8505,4603737.784914626
8506,4346288.2349945055
8507,8081467.189769828
8508,4280455.93807706
8509,5394478.700000244
8510,5898605.559338189
8511,4522654.649283058
8512,4305585.159221367
8513,5816525.534882067
8514,5147309.063200142
8515,5169551.625585966
8516,5780504.586411007
8517,5095821.276570234
8518,4411972.453296124
8519,3927960.7966809613
8520,4281103.708403108
8521,3925407.144470231
8522,5710761.095891868
8523,4611488.949105563
8524,5313161.947944127
8525,4715783.980088768
8526,4469837.668408276
8527,4191243.529349585
8528,6001031.347363623
8529,6937986.168185362
8530,4205081.24479442
8531,4783514.124321069
8532,5147309.063200142
8533,4051100.0661815777
8534,3726562.646366429
8535,4214564.574941422
8536,3928764.165581699
8537,4816442.043586668
8538,4261741.207115336
8539,3887365.807687454
8540,5521620.116527786
8541,5778033.2975595845
8542,4272061.469244218
8543,6951890.97064183
8544,4506718.293986595
8545,5969019.983165253
8546,4351741.582205065
8547,6127928.85337394
8548,5069990.271573969
8549,4236042.866540627
8550,3687874.795413578
8551,4969885.96680275
8552,4796111.938409713
8553,5005478.239224112
8554,4411972.453296124
8555,4816442.043586668
8556,4450096.630563794
8557,4506718.293986595
8558,5681705.25903288
8559,4731596.355901669
8560,5616090.501184224
8561,4266993.731513789
8562,4293014.989706447
8563,5150938.638542144
8564,3823187.4173120055
8565,5283373.589330935
8566,4853532.954393687
8567,5070491.568828887
8568,3659011.6207844424
8569,4936674.759742369
8570,4627340.6604326675
8571,4241975.514283027
8572,5651209.917889499
8573,4794668.964210983
8574,5230603.627631165
8575,5560806.273678834
8576,4403930.9777618535
8577,3339037.5818553464
8578,4285337.416648016
8579,5151904.974835192
8580,5493535.315006623
8581,5005478.239224112
8582,5587237.983310855
8583,5258846.186640955
8584,8081467.189769828
8585,3617510.3838761775
8586,4873522.771301737
8587,4696288.462122205
8588,3677532.780467944
8589,4645769.912830961
8590,6064751.004535507
8591,4205081.24479442
8592,5122923.940795302
8593,4210944.653804293
8594,4841427.882741311
8595,4694612.920372331
8596,4629069.850961858
8597,5307277.646807338
8598,4226191.111310589
8599,6721801.870575128
8600,5767965.933452212
8601,4910081.178237146
8602,4224389.227329349
8603,4681839.345247691
8604,4214564.574941422
8605,3925407.144470231
8606,5005478.239224112
8607,4666229.094925481
8608,6010088.733853844
8609,3904732.2223526533
8610,5408311.903611128
8611,4854906.143318018
8612,4205081.24479442
8613,4924063.703738533
8614,6272255.392794323
8615,5896859.144997033
8616,4570862.818638714
8617,4783514.124321069
8618,4691362.50552945
8619,5874553.99077251
8620,5290188.0383628495
8621,5438286.1064786995
8622,4814457.723494341
8623,4205081.24479442
8624,4646151.624107772
8625,5338165.7516323915
8626,5169551.625585966
8627,4469837.668408276
8628,4248491.201531524
8629,4665217.8047575215
8630,5264985.1393740075
8631,6951890.97064183
8632,4522654.649283058
8633,4944957.175167287
8634,4506594.347357671
8635,4224389.227329349
8636,5023588.865920826
8637,3849000.0714625977
8638,4584262.673732798
8639,6024327.728991964
8640,5254381.355979767
8641,4603737.784914626
8642,4648513.006865671
8643,4285184.546257779
8644,4674387.324361016
8645,5540080.734299276
8646,5787585.949977939
8647,3752279.0089294277
8648,5743296.789600623
8649,4506718.293986595
8650,11006474.325892147
8651,5692272.033519339
8652,6535906.452842613
8653,4944109.1987219695
8654,5576973.761380721
8655,3803340.174699718
8656,4506594.347357671
8657,5973524.292941873
8658,3651908.4494136386
8659,4386033.232944527
8660,5235991.255991853
8661,5786195.041931061
8662,4205081.24479442
8663,4623324.044344267
8664,4146994.833684246
8665,4091654.147765532
8666,10972643.486022146
8667,4776403.6741486965
8668,5440948.754451937
8669,5912400.492638414
8670,5195374.562849378
8671,5147309.063200142
8672,5027898.67714269
8673,3718747.2028881176
8674,3858227.149824668
8675,4226191.111310589
8676,5227414.306620501
8677,3659011.6207844424
8678,4932745.399354804
8679,4497198.097454865
8680,4224389.227329349
8681,5160624.019186517
8682,5737926.356076912
8683,4469837.668408276
8684,4210944.653804293
8685,3678474.6682426026
8686,4666229.094925481
8687,3486349.58179313
8688,4876443.553037944
8689,4865117.371174156
8690,3687874.795413578
8691,4522654.649283058
8692,3659011.6207844424
8693,4205081.24479442
8694,4066097.4114110735
8695,4662020.674133531
8696,5533230.760862209
8697,6272255.392794323
8698,4662020.674133531
8699,4731968.706173401
8700,3795507.6940493113
8701,4951043.460686884
8702,4469837.668408276
8703,5222084.154493109
8704,4063175.532569669
8705,4992485.878457045
8706,4272061.469244218
8707,5716855.563641253
8708,6276486.2932901345
8709,5510430.373948282
8710,4224799.583334598
8711,3910509.049476784
8712,4326924.53061433
8713,7086123.702550947
8714,4284689.005723018
8715,10972643.486022146
8716,4770693.456093516
8717,5398267.47943662
8718,3893905.570273956
8719,4506594.347357671
8720,4994656.755333096
8721,5898605.559338189
8722,4577058.366161972
8723,3884488.6054911274
8724,3885920.2871688725
8725,4272061.469244218
8726,4403930.9777618535
8727,3766004.5765992505
8728,4447758.439853934
8729,3893905.570273956
8730,4450096.630563794
8731,4704264.52431398
8732,4210944.653804293
8733,5489648.708074634
8734,6634632.976331589
8735,5999688.619864497
8736,3687874.795413578
8737,6535906.452842613
8738,5861368.493408952
8739,6064751.004535507
8740,3823655.7124038003
8741,7134809.2192841
8742,4841427.882741311
8743,5169551.625585966
8744,4545312.56664618
8745,3700439.709137675
8746,5521620.116527786
8747,4028822.9091339502
8748,3649349.4642442996
8749,3649349.4642442996
8750,5443149.521626141
8751,5613021.007283249
8752,6238528.980341171
8753,3897518.2598367375
8754,5408034.777942475
8755,4700774.836044285
8756,8081467.189769828
8757,5726645.686871683
8758,3538649.6707444903
8759,5048252.508859157
8760,4994656.755333096
8761,4936947.028899282
8762,5095821.276570234
8763,5163740.15454066
8764,3659011.6207844424
8765,4944109.1987219695
8766,5169551.625585966
8767,9838597.786802799
8768,4236042.866540627
8769,4236042.866540627
8770,5275795.066545815
8771,5702216.001232237
8772,4506718.293986595
8773,11439793.5379392
8774,3659011.6207844424
8775,3659011.6207844424
8776,4544195.346305837
8777,4432687.781081012
8778,4694813.035084285
8779,4299084.339630535
8780,5630167.415120363
8781,5206483.676505903
8782,7958235.896394544
8783,4440183.489268141
8784,5610542.204764371
8785,4019399.342163791
8786,3700439.709137675
8787,4285184.546257779
8788,4461783.46624065
8789,5313161.947944127
8790,5282633.922212331
8791,5415641.662774054
8792,6480163.201858593
8793,5521001.496477548
8794,4932164.816996373
8795,4255711.939596216
8796,3929288.043034265
8797,5151904.974835192
8798,5537084.269406087
8799,4285337.416648016
8800,5206483.676505903
8801,4291676.729361077
8802,4553956.651605229
8803,5385438.55483114
8804,4459880.551506311
8805,5898605.559338189
8806,4163483.9090831364
8807,5128734.008633958
8808,4469837.668408276
8809,4506718.293986595
8810,7439782.64416258
8811,4538903.931294356
8812,4439017.291162683
8813,3925407.144470231
8814,5706838.981970935
8815,8003040.354574566
8816,4824448.189325028
8817,4559530.202918516
8818,3606603.275876231
8819,4776403.6741486965
8820,4613939.2821325725
8821,6047465.19264729
8822,4210944.653804293
8823,4925247.23801921
8824,4828706.834409586
8825,5040297.113177014
8826,4067160.315309385
8827,3786067.517912431
8828,5690433.032320008
8829,5310791.235256709
8830,4108712.4681673283
8831,4205081.24479442
8832,5639983.745852692
8833,4841427.882741311
8834,4355964.780019955
8835,4771414.693606957
8836,4205081.24479442
8837,3659011.6207844424
8838,3761391.3938887767
8839,4272061.469244218
8840,8081467.189769828
8841,4960386.839485333
8842,4854906.143318018
8843,4272061.469244218
8844,4625258.605245333
8845,4272061.469244218
8846,4210944.653804293
8847,5584909.446223268
8848,4936674.759742369
8849,3725329.574165655
8850,9274186.316622088
8851,4994656.755333096
8852,4291676.729361077
8853,3339037.5818553464
8854,5149083.1240302585
8855,4823419.099986579
8856,4525139.296316597
8857,6296417.5971231265
8858,4471542.71593331
8859,4490657.423882299
8860,4776403.6741486965
8861,5577350.107283615
8862,3795507.6940493113
8863,5312021.107558181
8864,4210944.653804293
8865,4291730.654154618
8866,5973524.292941873
8867,5737926.356076912
8868,4640613.581930746
8869,4603737.784914626
8870,4069448.0664522205
8871,4733653.302401147
8872,3632200.586669034
8873,4180480.4208017704
8874,5332281.236992242
8875,6047465.19264729
8876,4439017.291162683
8877,5099596.043330035
8878,4646151.624107772
8879,4608815.532388884
8880,4285184.546257779
8881,3726562.646366429
8882,4824448.189325028
8883,4506718.293986595
8884,4608055.38245309
8885,4685749.573912303
8886,3771633.853757351
8887,5910427.281532916
8888,4994656.755333096
8889,4601462.497604657
8890,4506718.293986595
8891,5095821.276570234
8892,3486349.58179313
8893,4854906.143318018
8894,5147635.218840383
8895,4305585.159221367
8896,5095821.276570234
8897,5128734.008633958
8898,4439017.291162683
8899,4994656.755333096
8900,6966891.467580178
8901,4224389.227329349
8902,3917334.5275060274
8903,3380351.7368773227
8904,5692180.230269317
8905,4582065.123426845
8906,4665288.942880156
8907,4205081.24479442
8908,5235991.255991853
8909,4261072.185836279
8910,5245153.901059523
8911,4143324.7098638797
8912,4194282.601009308
8913,5003962.887717967
8914,4918850.855385253
8915,4248491.201531524
8916,5163740.15454066
8917,6386439.44138875
8918,4438074.222579456
8919,4277346.111558958
8920,4824448.189325028
8921,4854906.143318018
8922,7274791.851530226
8923,5163740.15454066
8924,4236042.866540627
8925,4387231.18285134
8926,4248365.861149312
8927,4073318.8584494335
8928,8310067.170272627
